subject_nr,subject_id,game_nr,trial_nr,perc_noise,perc_noise_sample,orientation,orientation_sample,orientation_0,orientation_0_sample,orientation_positive_unfair,orientation_positive_fair,reference_line,radii
11,12,14,6,6,4.088414502,85,85.71464983,-5,-4.285350174,0,0,90,0
11,12,14,7,6,8.045110072,95,95.83871377,5,5.838713766,1,1,90,0
11,12,14,8,6,4.627286451,85,86.26060196,-5,-3.739398042,0,0,90,0
11,12,14,9,6,6.884138273,100,101.4130488,10,11.41304879,1,1,90,0
11,12,14,10,6,6.563228035,95,97.54088999,5,7.540889989,1,1,90,0
11,12,14,11,6,4.391170143,95,97.33425329,5,7.334253285,1,1,90,0
11,12,14,12,6,6.574406225,80,81.46938114,-10,-8.530618864,0,0,90,0
11,12,14,13,6,5.423310789,80,80.55343594,-10,-9.44656406,0,0,90,0
11,12,14,14,6,6.635887782,85,84.38205043,-5,-5.617949572,0,0,90,0
11,12,14,15,6,5.963877981,100,98.37938869,10,8.379388694,1,1,90,0
11,12,14,16,6,5.781605303,100,102.0192649,10,12.01926494,1,1,90,0
11,12,14,17,0,6.674614856,80,80,-10,-10,0,0,90,0
11,12,14,18,0,5.955417272,100,100,10,10,1,1,90,0
11,12,15,1,6,6.120598432,5,5.00210789,5,5.00210789,1,1,0,0
11,12,15,2,6,6.127646686,-5,-5.808349992,-5,-5.808349992,0,0,0,0
11,12,15,3,6,4.574242777,5,7.117051931,5,7.117051931,1,1,0,0
11,12,15,4,6,5.055166881,-10,-9.780866576,-10,-9.780866576,0,0,0,0
11,12,15,5,6,6.03587595,-10,-10.13141496,-10,-10.13141496,0,0,0,0
11,12,15,6,6,6.311746591,-5,-6.482060168,-5,-6.482060168,0,0,0,0
11,12,15,7,6,7.017536174,10,9.746468523,10,9.746468523,1,1,0,0
11,12,15,8,6,5.554502849,10,12.49106849,10,12.49106849,1,1,0,0
11,12,15,9,6,6.020022398,-5,-4.041525343,-5,-4.041525343,0,0,0,0
11,12,15,10,6,5.33274396,-5,-5.163668008,-5,-5.163668008,0,0,0,0
11,12,15,11,6,5.444523848,-10,-9.099134465,-10,-9.099134465,0,0,0,0
11,12,15,12,6,5.441237613,5,3.29609579,5,3.29609579,1,1,0,0
11,12,15,13,6,7.474008145,10,10.06602167,10,10.06602167,1,1,0,0
11,12,15,14,6,6.426299004,10,10.68268994,10,10.68268994,1,1,0,0
11,12,15,15,6,4.994534904,5,4.436621791,5,4.436621791,1,1,0,0
11,12,15,16,6,5.439852339,-10,-8.250000261,-10,-8.250000261,0,0,0,0
11,12,15,17,0,6.120598432,-10,-10,-10,-10,0,0,0,0
11,12,15,18,0,6.127646686,10,10,10,10,1,1,0,0
11,12,16,1,18,21.85961498,85,81.14827106,-5,-8.85172894,0,0,90,0
11,12,16,2,18,19.10794135,80,83.6347656,-10,-6.365234403,0,0,90,0
11,12,16,3,18,14.62912315,95,99.90777773,5,9.907777732,1,1,90,0
11,12,16,4,18,13.17332397,95,99.04043105,5,9.040431046,1,1,90,0
11,12,16,5,18,14.64105955,100,97.7378179,10,7.737817902,1,1,90,0
11,12,16,6,18,16.47542295,85,81.80934207,-5,-8.190657932,0,0,90,0
11,12,16,7,18,17.14773531,95,91.68742715,5,1.687427155,1,1,90,0
11,12,16,8,18,16.52442856,95,98.61702844,5,8.617028443,1,1,90,0
11,12,16,9,18,20.4809249,100,100.1494009,10,10.1494009,1,1,90,0
11,12,16,10,18,19.39655913,100,101.7538363,10,11.75383632,1,1,90,0
11,12,16,11,18,18.9996055,85,87.20934521,-5,-2.790654788,0,0,90,0
11,12,16,12,18,17.75686387,85,87.88668127,-5,-2.113318728,0,0,90,0
11,12,16,13,18,22.89589967,80,80.03554947,-10,-9.964450529,0,0,90,0
11,12,16,14,18,21.98578608,80,79.41275475,-10,-10.58724525,0,0,90,0
11,12,16,15,18,17.83811588,100,105.8285483,10,15.8285483,1,1,90,0
11,12,16,16,18,16.75905546,80,81.01235603,-10,-8.987643971,0,0,90,0
11,12,16,17,0,21.85961498,80,80,-10,-10,0,0,90,0
11,12,16,18,0,19.10794135,100,100,10,10,1,1,90,0
12,13,1,1,6,5.093773156,-5,-5.245749338,-5,-5.245749338,0,0,0,0
12,13,1,2,6,6.176210889,-10,-11.47538909,-10,-11.47538909,0,0,0,0
12,13,1,3,6,6.779398718,5,3.441167776,5,3.441167776,1,1,0,0
12,13,1,4,6,4.952792185,-10,-9.39802006,-10,-9.39802006,0,0,0,0
12,13,1,5,6,6.399773433,10,9.694744509,10,9.694744509,1,1,0,0
12,13,1,6,6,7.660249247,5,3.85287285,5,3.85287285,1,1,0,0
12,13,1,7,6,4.484909229,-10,-10.6096861,-10,-10.6096861,0,0,0,0
12,13,1,8,6,6.786499441,5,3.668073801,5,3.668073801,1,1,0,0
12,13,1,9,6,4.19591258,10,8.524003844,10,8.524003844,1,1,0,0
12,13,1,10,6,6.245748177,-5,-3.457269114,-5,-3.457269114,0,0,0,0
12,13,1,11,6,7.033455793,10,10.83423016,10,10.83423016,1,1,0,0
12,13,1,12,6,6.360073551,5,2.516599592,5,2.516599592,1,1,0,0
12,13,1,13,6,6.438949051,10,10.11826825,10,10.11826825,1,1,0,0
12,13,1,14,6,6.977433383,-5,-6.395549721,-5,-6.395549721,0,0,0,0
12,13,1,15,6,6.892316558,-10,-10.7523667,-10,-10.7523667,0,0,0,0
12,13,1,16,6,4.691212125,-5,-4.347776214,-5,-4.347776214,0,0,0,0
12,13,1,17,0,5.093773156,-10,-10,-10,-10,0,0,0,0
12,13,1,18,0,6.176210889,10,10,10,10,1,1,0,0
12,13,2,1,6,8.058161988,80,79.52428849,-10,-10.47571151,0,0,90,0
12,13,2,2,6,6.182611119,100,99.10008459,10,9.100084589,1,1,90,0
12,13,2,3,6,5.062341613,95,94.42265609,5,4.422656093,1,1,90,0
12,13,2,4,6,5.101332356,100,98.85880592,10,8.858805923,1,1,90,0
12,13,2,5,6,5.263412518,85,84.66315845,-5,-5.336841546,0,0,90,0
12,13,2,6,6,7.573920023,85,84.0128875,-5,-5.987112497,0,0,90,0
12,13,2,7,6,5.755777065,80,79.92625534,-10,-10.07374466,0,0,90,0
12,13,2,8,6,5.820544483,85,84.83502299,-5,-5.16497701,0,0,90,0
12,13,2,9,6,5.883950524,100,99.13531298,10,9.135312978,1,1,90,0
12,13,2,10,6,5.216752398,80,79.58408949,-10,-10.41591051,0,0,90,0
12,13,2,11,6,4.481923169,85,85.33981913,-5,-4.660180868,0,0,90,0
12,13,2,12,6,5.028009228,100,98.6184096,10,8.618409604,1,1,90,0
12,13,2,13,6,7.061461693,80,81.68080911,-10,-8.31919089,0,0,90,0
12,13,2,14,6,5.837625278,95,97.37776635,5,7.377766346,1,1,90,0
12,13,2,15,6,6.308169175,95,92.35815885,5,2.358158853,1,1,90,0
12,13,2,16,6,6.137122174,95,95.8880322,5,5.888032203,1,1,90,0
12,13,2,17,0,8.058161988,80,80,-10,-10,0,0,90,0
12,13,2,18,0,6.182611119,100,100,10,10,1,1,90,0
12,13,3,1,6,5.117027527,10,8.58753861,10,8.58753861,1,1,0,0
12,13,3,2,6,7.37211301,5,3.008395681,5,3.008395681,1,1,0,0
12,13,3,3,6,6.442703266,10,11.34568254,10,11.34568254,1,1,0,0
12,13,3,4,6,5.051184138,-5,-6.814563969,-5,-6.814563969,0,0,0,0
12,13,3,5,6,5.217863023,10,9.757735511,10,9.757735511,1,1,0,0
12,13,3,6,6,6.315867084,-10,-10.04590321,-10,-10.04590321,0,0,0,0
12,13,3,7,6,5.769020965,10,11.35921769,10,11.35921769,1,1,0,0
12,13,3,8,6,4.564543758,5,5.042328939,5,5.042328939,1,1,0,0
12,13,3,9,6,6.048970792,-10,-10.06582049,-10,-10.06582049,0,0,0,0
12,13,3,10,6,4.888625799,-5,-6.088255178,-5,-6.088255178,0,0,0,0
12,13,3,11,6,3.879854673,-10,-9.313146405,-10,-9.313146405,0,0,0,0
12,13,3,12,6,6.873165603,-5,-5.558531181,-5,-5.558531181,0,0,0,0
12,13,3,13,6,4.232561883,5,5.581640477,5,5.581640477,1,1,0,0
12,13,3,14,6,4.573017536,-10,-10.85831354,-10,-10.85831354,0,0,0,0
12,13,3,15,6,6.129238545,5,4.966125251,5,4.966125251,1,1,0,0
12,13,3,16,6,4.208193,-5,-7.261131152,-5,-7.261131152,0,0,0,0
12,13,3,17,0,5.117027527,-10,-10,-10,-10,0,0,0,0
12,13,3,18,0,7.37211301,10,10,10,10,1,1,0,0
12,13,4,1,18,18.83576971,80,78.22618405,-10,-11.77381595,0,0,90,0
12,13,4,2,18,17.17555337,100,95.65378996,10,5.653789961,1,1,90,0
12,13,4,3,18,22.70749189,85,83.04510247,-5,-6.954897528,0,0,90,0
12,13,4,4,18,14.97071659,95,92.07939421,5,2.079394207,1,1,90,0
12,13,4,5,18,18.07173738,80,69.25896769,-10,-20.74103231,0,0,90,0
12,13,4,6,18,17.55178438,85,84.05765582,-5,-5.942344184,0,0,90,0
12,13,4,7,18,18.97238527,95,91.8098015,5,1.809801496,1,1,90,0
12,13,4,8,18,15.71592832,85,83.87600828,-5,-6.123991719,0,0,90,0
12,13,4,9,18,23.55907309,80,74.03890782,-10,-15.96109218,0,0,90,0
12,13,4,10,18,18.17255929,100,102.6743544,10,12.67435444,1,1,90,0
12,13,4,11,18,21.39831403,100,100.1756585,10,10.17565847,1,1,90,0
12,13,4,12,18,13.46526729,85,81.49537984,-5,-8.504620161,0,0,90,0
12,13,4,13,18,23.11602221,80,81.96919294,-10,-8.030807056,0,0,90,0
12,13,4,14,18,11.00337734,95,96.10867334,5,6.108673339,1,1,90,0
12,13,4,15,18,19.66774159,100,98.64489545,10,8.644895446,1,1,90,0
12,13,4,16,18,15.80087417,95,100.0711614,5,10.07116138,1,1,90,0
12,13,4,17,0,18.83576971,80,80,-10,-10,0,0,90,0
12,13,4,18,0,17.17555337,100,100,10,10,1,1,90,0
12,13,5,1,6,5.809451022,-5,-4.725945354,-5,-4.725945354,0,0,0,0
12,13,5,2,6,5.96671088,-5,-5.655842958,-5,-5.655842958,0,0,0,0
12,13,5,3,6,6.030706041,5,7.056790488,5,7.056790488,1,1,0,0
12,13,5,4,6,5.933458677,-10,-10.51745279,-10,-10.51745279,0,0,0,0
12,13,5,5,6,5.334395855,-10,-7.460985871,-10,-7.460985871,0,0,0,0
12,13,5,6,6,6.755351159,10,9.060847705,10,9.060847705,1,1,0,0
12,13,5,7,6,5.659484413,10,10.64542575,10,10.64542575,1,1,0,0
12,13,5,8,6,6.808503266,10,12.09469847,10,12.09469847,1,1,0,0
12,13,5,9,6,5.535938615,5,6.86376426,5,6.86376426,1,1,0,0
12,13,5,10,6,6.653874836,5,5.216998164,5,5.216998164,1,1,0,0
12,13,5,11,6,4.004993644,-5,-5.525395181,-5,-5.525395181,0,0,0,0
12,13,5,12,6,5.83784489,5,3.34673789,5,3.34673789,1,1,0,0
12,13,5,13,6,6.364347557,-10,-11.05151897,-10,-11.05151897,0,0,0,0
12,13,5,14,6,6.171320307,-5,-3.138772936,-5,-3.138772936,0,0,0,0
12,13,5,15,6,7.704778129,-10,-11.24279502,-10,-11.24279502,0,0,0,0
12,13,5,16,6,6.573137178,10,9.617453176,10,9.617453176,1,1,0,0
12,13,5,17,0,5.809451022,-10,-10,-10,-10,0,0,0,0
12,13,5,18,0,5.96671088,10,10,10,10,1,1,0,0
12,13,6,1,18,18.72867737,80,76.88527788,-10,-13.11472212,0,0,90,0
12,13,6,2,18,18.85544401,100,105.9386571,10,15.93865714,1,1,90,0
12,13,6,3,18,19.92353426,100,98.21759499,10,8.217594986,1,1,90,0
12,13,6,4,18,19.98859734,100,102.8516166,10,12.85161662,1,1,90,0
12,13,6,5,18,13.98057048,80,77.15662973,-10,-12.84337027,0,0,90,0
12,13,6,6,18,17.85623814,85,81.08928044,-5,-8.910719556,0,0,90,0
12,13,6,7,18,18.34617643,95,94.28950818,5,4.289508184,1,1,90,0
12,13,6,8,18,17.24430096,85,86.79386378,-5,-3.206136218,0,0,90,0
12,13,6,9,18,17.47348441,85,82.22083457,-5,-7.779165427,0,0,90,0
12,13,6,10,18,15.16458235,80,83.67210124,-10,-6.327898761,0,0,90,0
12,13,6,11,18,17.24838931,95,95.04352445,5,5.043524447,1,1,90,0
12,13,6,12,18,14.7071376,95,96.89169208,5,6.891692082,1,1,90,0
12,13,6,13,18,18.50639494,95,98.02126405,5,8.021264051,1,1,90,0
12,13,6,14,18,22.27941643,85,84.27876207,-5,-5.72123793,0,0,90,0
12,13,6,15,18,19.26954451,80,85.7677641,-10,-4.232235904,0,0,90,0
12,13,6,16,18,20.35064265,100,97.12497661,10,7.124976611,1,1,90,0
12,13,6,17,0,18.72867737,80,80,-10,-10,0,0,90,0
12,13,6,18,0,18.85544401,100,100,10,10,1,1,90,0
12,13,7,1,18,19.02756224,5,2.792111172,5,2.792111172,1,1,0,0
12,13,7,2,18,17.64428651,-5,2.795223619,-5,2.795223619,0,1,0,0
12,13,7,3,18,23.55335473,10,8.163187082,10,8.163187082,1,1,0,0
12,13,7,4,18,15.99947918,10,9.477583619,10,9.477583619,1,1,0,0
12,13,7,5,18,19.85255898,-5,-5.102400312,-5,-5.102400312,0,0,0,0
12,13,7,6,18,20.05627384,10,5.553225312,10,5.553225312,1,1,0,0
12,13,7,7,18,17.67503237,5,5.331228435,5,5.331228435,1,1,0,0
12,13,7,8,18,16.41125009,-10,-9.649730364,-10,-9.649730364,0,0,0,0
12,13,7,9,18,19.09864841,-10,-11.28394759,-10,-11.28394759,0,0,0,0
12,13,7,10,18,21.09310123,10,14.15089752,10,14.15089752,1,1,0,0
12,13,7,11,18,17.5753958,-5,-9.470317281,-5,-9.470317281,0,0,0,0
12,13,7,12,18,21.42144232,-10,-4.789348539,-10,-4.789348539,0,0,0,0
12,13,7,13,18,16.14753096,-10,-9.520476995,-10,-9.520476995,0,0,0,0
12,13,7,14,18,14.63271563,5,2.049711696,5,2.049711696,1,1,0,0
12,13,7,15,18,16.15820461,5,1.584474558,5,1.584474558,1,1,0,0
12,13,7,16,18,15.55750833,-5,-6.672326934,-5,-6.672326934,0,0,0,0
12,13,7,17,0,19.02756224,-10,-10,-10,-10,0,0,0,0
12,13,7,18,0,17.64428651,10,10,10,10,1,1,0,0
12,13,8,1,6,5.33509411,85,84.89076852,-5,-5.109231484,0,0,90,0
12,13,8,2,6,5.274158483,85,85.94531917,-5,-4.054680829,0,0,90,0
12,13,8,3,6,6.303794312,80,79.95027278,-10,-10.04972722,0,0,90,0
12,13,8,4,6,6.27412208,95,96.16976699,5,6.169766991,1,1,90,0
12,13,8,5,6,6.553601057,100,99.20877766,10,9.208777659,1,1,90,0
12,13,8,6,6,4.765783856,100,100.8646502,10,10.86465021,1,1,90,0
12,13,8,7,6,5.406223347,80,79.30235039,-10,-10.69764961,0,0,90,0
12,13,8,8,6,6.385135033,80,81.26923882,-10,-8.730761179,0,0,90,0
12,13,8,9,6,7.983441274,80,81.10711063,-10,-8.892889373,0,0,90,0
12,13,8,10,6,5.476009522,95,95.52016015,5,5.52016015,1,1,90,0
12,13,8,11,6,6.188713223,100,100.5309105,10,10.53091051,1,1,90,0
12,13,8,12,6,5.39432391,85,85.14201522,-5,-4.85798478,0,0,90,0
12,13,8,13,6,6.133285938,85,85.85220192,-5,-4.147798081,0,0,90,0
12,13,8,14,6,6.702462181,100,102.4961179,10,12.49611793,1,1,90,0
12,13,8,15,6,4.529922303,95,94.76663465,5,4.766634647,1,1,90,0
12,13,8,16,6,6.113670946,95,94.29976796,5,4.299767961,1,1,90,0
12,13,8,17,0,5.33509411,80,80,-10,-10,0,0,90,0
12,13,8,18,0,5.274158483,100,100,10,10,1,1,90,0
12,13,9,1,6,4.504374184,-10,-9.935706075,-10,-9.935706075,0,0,0,0
12,13,9,2,6,5.665925566,-10,-9.97396652,-10,-9.97396652,0,0,0,0
12,13,9,3,6,6.335215301,10,11.93032798,10,11.93032798,1,1,0,0
12,13,9,4,6,7.568368214,5,2.588779469,5,2.588779469,1,1,0,0
12,13,9,5,6,4.329416806,5,4.871848615,5,4.871848615,1,1,0,0
12,13,9,6,6,6.47110708,10,10.14027419,10,10.14027419,1,1,0,0
12,13,9,7,6,5.966242741,-5,-3.674593878,-5,-3.674593878,0,0,0,0
12,13,9,8,6,4.679137416,-5,-2.790200771,-5,-2.790200771,0,0,0,0
12,13,9,9,6,7.757049653,10,10.97173989,10,10.97173989,1,1,0,0
12,13,9,10,6,5.412950243,-10,-11.57088859,-10,-11.57088859,0,0,0,0
12,13,9,11,6,5.773697315,5,5.420811219,5,5.420811219,1,1,0,0
12,13,9,12,6,5.762057586,5,5.246786812,5,5.246786812,1,1,0,0
12,13,9,13,6,5.537585768,10,9.286000431,10,9.286000431,1,1,0,0
12,13,9,14,6,4.374466622,-10,-10.30559207,-10,-10.30559207,0,0,0,0
12,13,9,15,6,6.508420587,-5,-5.629502604,-5,-5.629502604,0,0,0,0
12,13,9,16,6,6.354164943,-5,-7.474800325,-5,-7.474800325,0,0,0,0
12,13,9,17,0,4.504374184,-10,-10,-10,-10,0,0,0,0
12,13,9,18,0,5.665925566,10,10,10,10,1,1,0,0
12,13,10,1,18,17.55288257,95,101.6124858,5,11.61248583,1,1,90,0
12,13,10,2,18,15.35048195,95,95.34419648,5,5.34419648,1,1,90,0
12,13,10,3,18,16.80306244,85,88.7753655,-5,-1.224634499,0,0,90,0
12,13,10,4,18,17.23838214,80,78.48795903,-10,-11.51204097,0,0,90,0
12,13,10,5,18,16.51534052,85,79.40192443,-5,-10.59807557,0,0,90,0
12,13,10,6,18,18.52828515,80,77.97811622,-10,-12.02188378,0,0,90,0
12,13,10,7,18,21.88410439,100,97.17768508,10,7.177685084,1,1,90,0
12,13,10,8,18,18.88336181,100,101.725467,10,11.72546696,1,1,90,0
12,13,10,9,18,16.35785417,80,81.96890978,-10,-8.03109022,0,0,90,0
12,13,10,10,18,13.89536831,100,99.37808263,10,9.378082627,1,1,90,0
12,13,10,11,18,17.29650768,85,80.46349107,-5,-9.536508928,0,0,90,0
12,13,10,12,18,19.2335427,85,87.29247845,-5,-2.707521546,0,0,90,0
12,13,10,13,18,19.06226345,95,91.03643926,5,1.036439258,1,1,90,0
12,13,10,14,18,20.29547353,95,94.82020199,5,4.820201993,1,1,90,0
12,13,10,15,18,12.0642374,80,81.62186025,-10,-8.378139755,0,0,90,0
12,13,10,16,18,22.53541677,100,103.2803572,10,13.28035722,1,1,90,0
12,13,10,17,0,17.55288257,80,80,-10,-10,0,0,90,0
12,13,10,18,0,15.35048195,100,100,10,10,1,1,90,0
12,13,11,1,18,21.10001275,-10,-7.267997205,-10,-7.267997205,0,0,0,0
12,13,11,2,18,19.04241766,-5,-8.231510288,-5,-8.231510288,0,0,0,0
12,13,11,3,18,17.62481155,5,3.78162075,5,3.78162075,1,1,0,0
12,13,11,4,18,22.38910007,10,9.010270016,10,9.010270016,1,1,0,0
12,13,11,5,18,21.45342851,-10,-8.761228542,-10,-8.761228542,0,0,0,0
12,13,11,6,18,18.51154141,5,0.786790737,5,0.786790737,1,1,0,0
12,13,11,7,18,11.91020313,10,9.31063026,10,9.31063026,1,1,0,0
12,13,11,8,18,19.88034664,-5,-2.935293634,-5,-2.935293634,0,0,0,0
12,13,11,9,18,18.01479358,-5,-7.085268007,-5,-7.085268007,0,0,0,0
12,13,11,10,18,21.24539768,-10,-13.03754988,-10,-13.03754988,0,0,0,0
12,13,11,11,18,14.83920664,10,12.64283818,10,12.64283818,1,1,0,0
12,13,11,12,18,20.17806263,-10,-12.65476164,-10,-12.65476164,0,0,0,0
12,13,11,13,18,18.5986555,5,3.31293259,5,3.31293259,1,1,0,0
12,13,11,14,18,16.44655087,5,6.92365334,5,6.92365334,1,1,0,0
12,13,11,15,18,12.46534663,-5,-9.891401502,-5,-9.891401502,0,0,0,0
12,13,11,16,18,13.3207522,10,12.33226685,10,12.33226685,1,1,0,0
12,13,11,17,0,21.10001275,-10,-10,-10,-10,0,0,0,0
12,13,11,18,0,19.04241766,10,10,10,10,1,1,0,0
12,13,12,1,18,17.21001836,100,96.49681094,10,6.496810936,1,1,90,0
12,13,12,2,18,19.83619958,80,80.60052596,-10,-9.39947404,0,0,90,0
12,13,12,3,18,17.50835513,95,90.69387969,5,0.69387969,1,1,90,0
12,13,12,4,18,24.19037915,85,82.76401584,-5,-7.23598416,0,0,90,0
12,13,12,5,18,12.93298283,95,92.19480225,5,2.19480225,1,1,90,0
12,13,12,6,18,14.9460964,85,85.97900328,-5,-4.020996723,0,0,90,0
12,13,12,7,18,14.78022445,95,95.53526793,5,5.535267933,1,1,90,0
12,13,12,8,18,19.00051667,95,94.75933241,5,4.759332411,1,1,90,0
12,13,12,9,18,22.15736577,85,79.51442173,-5,-10.48557827,0,0,90,0
12,13,12,10,18,19.45042829,100,98.86993526,10,8.869935261,1,1,90,0
12,13,12,11,18,16.33991924,80,76.88309626,-10,-13.11690374,0,0,90,0
12,13,12,12,18,17.40679368,85,89.86638456,-5,-0.133615436,0,0,90,0
12,13,12,13,18,16.81260089,100,100.3715781,10,10.37157813,1,1,90,0
12,13,12,14,18,17.51710336,80,77.01514697,-10,-12.98485303,0,0,90,0
12,13,12,15,18,15.02897523,100,92.1980025,10,2.198002498,1,1,90,0
12,13,12,16,18,17.20298335,80,74.17502306,-10,-15.82497694,0,0,90,0
12,13,12,17,0,17.21001836,80,80,-10,-10,0,0,90,0
12,13,12,18,0,19.83619958,100,100,10,10,1,1,90,0
12,13,13,1,18,21.68680718,10,12.0409207,10,12.0409207,1,1,0,0
12,13,13,2,18,15.88993966,-5,-12.23650699,-5,-12.23650699,0,0,0,0
12,13,13,3,18,19.80986275,-10,-11.13454895,-10,-11.13454895,0,0,0,0
12,13,13,4,18,18.94727662,-10,-6.428045677,-10,-6.428045677,0,0,0,0
12,13,13,5,18,14.51371946,-10,-9.209627741,-10,-9.209627741,0,0,0,0
12,13,13,6,18,20.46640976,-10,-13.04221984,-10,-13.04221984,0,0,0,0
12,13,13,7,18,18.67906209,5,8.055563103,5,8.055563103,1,1,0,0
12,13,13,8,18,17.8039569,-5,-5.166490472,-5,-5.166490472,0,0,0,0
12,13,13,9,18,16.72461042,5,3.075984922,5,3.075984922,1,1,0,0
12,13,13,10,18,17.85534114,5,3.475503165,5,3.475503165,1,1,0,0
12,13,13,11,18,13.27220868,10,6.46488328,10,6.46488328,1,1,0,0
12,13,13,12,18,21.71065062,-5,-4.266386586,-5,-4.266386586,0,0,0,0
12,13,13,13,18,13.18139584,5,8.732551479,5,8.732551479,1,1,0,0
12,13,13,14,18,14.36309494,10,11.03316848,10,11.03316848,1,1,0,0
12,13,13,15,18,12.75085512,-5,-10.79059612,-5,-10.79059612,0,0,0,0
12,13,13,16,18,17.17039637,10,6.871510513,10,6.871510513,1,1,0,0
12,13,13,17,0,21.68680718,-10,-10,-10,-10,0,0,0,0
12,13,13,18,0,15.88993966,10,10,10,10,1,1,0,0
12,13,14,1,18,19.85717969,95,88.24611966,5,-1.753880338,1,0,90,0
12,13,14,2,18,17.61306845,85,89.24370368,-5,-0.756296317,0,0,90,0
12,13,14,3,18,16.63152874,85,82.57959791,-5,-7.420402093,0,0,90,0
12,13,14,4,18,25.4394848,85,79.74880733,-5,-10.25119267,0,0,90,0
12,13,14,5,18,18.1417943,85,82.26884621,-5,-7.731153792,0,0,90,0
12,13,14,6,18,17.0406214,80,77.15727482,-10,-12.84272518,0,0,90,0
12,13,14,7,18,15.79518382,100,105.0971003,10,15.09710026,1,1,90,0
12,13,14,8,18,15.32922981,80,73.63743185,-10,-16.36256815,0,0,90,0
12,13,14,9,18,15.56850613,100,102.3724168,10,12.37241675,1,1,90,0
12,13,14,10,18,21.57584165,95,89.08048112,5,-0.919518881,1,0,90,0
12,13,14,11,18,18.00023046,95,89.99103808,5,-0.008961919,1,0,90,0
12,13,14,12,18,17.86505152,80,84.09045901,-10,-5.90954099,0,0,90,0
12,13,14,13,18,19.49155875,80,79.03619844,-10,-10.96380156,0,0,90,0
12,13,14,14,18,18.47763455,95,95.82901973,5,5.829019734,1,1,90,0
12,13,14,15,18,13.50102504,100,102.8191698,10,12.81916981,1,1,90,0
12,13,14,16,18,14.89767704,100,100.8534447,10,10.85344471,1,1,90,0
12,13,14,17,0,19.85717969,80,80,-10,-10,0,0,90,0
12,13,14,18,0,17.61306845,100,100,10,10,1,1,90,0
12,13,15,1,6,4.745375426,5,3.990520585,5,3.990520585,1,1,0,0
12,13,15,2,6,6.237253201,-10,-9.065415715,-10,-9.065415715,0,0,0,0
12,13,15,3,6,6.041674596,10,8.629141069,10,8.629141069,1,1,0,0
12,13,15,4,6,7.050371499,-5,-4.367178661,-5,-4.367178661,0,0,0,0
12,13,15,5,6,5.865068677,-5,-5.121113306,-5,-5.121113306,0,0,0,0
12,13,15,6,6,7.087294066,-10,-11.60824696,-10,-11.60824696,0,0,0,0
12,13,15,7,6,5.53489373,5,5.315213942,5,5.315213942,1,1,0,0
12,13,15,8,6,6.141034378,10,9.504096455,10,9.504096455,1,1,0,0
12,13,15,9,6,6.741006581,5,4.839244544,5,4.839244544,1,1,0,0
12,13,15,10,6,5.868694283,10,12.3561893,10,12.3561893,1,1,0,0
12,13,15,11,6,6.061005511,-5,-7.204733415,-5,-7.204733415,0,0,0,0
12,13,15,12,6,4.937061212,10,9.300080497,10,9.300080497,1,1,0,0
12,13,15,13,6,4.641782583,5,4.843357138,5,4.843357138,1,1,0,0
12,13,15,14,6,7.58041301,-5,-5.568801791,-5,-5.568801791,0,0,0,0
12,13,15,15,6,6.036621258,-10,-9.540452537,-10,-9.540452537,0,0,0,0
12,13,15,16,6,8.09833942,-10,-9.43616674,-10,-9.43616674,0,0,0,0
12,13,15,17,0,4.745375426,-10,-10,-10,-10,0,0,0,0
12,13,15,18,0,6.237253201,10,10,10,10,1,1,0,0
12,13,16,1,6,6.93403192,100,99.29602775,10,9.296027752,1,1,90,0
12,13,16,2,6,5.538488487,95,96.77599094,5,6.775990943,1,1,90,0
12,13,16,3,6,6.634626807,95,96.13494931,5,6.13494931,1,1,90,0
12,13,16,4,6,6.67158844,95,97.42056296,5,7.420562963,1,1,90,0
12,13,16,5,6,4.705306667,100,98.07890424,10,8.078904243,1,1,90,0
12,13,16,6,6,6.224009971,80,79.20287032,-10,-10.79712968,0,0,90,0
12,13,16,7,6,5.038801716,85,84.35966331,-5,-5.640336689,0,0,90,0
12,13,16,8,6,4.655035904,85,86.0120916,-5,-3.987908404,0,0,90,0
12,13,16,9,6,6.201617067,80,79.8323357,-10,-10.1676643,0,0,90,0
12,13,16,10,6,6.75551306,80,80.72222668,-10,-9.277773319,0,0,90,0
12,13,16,11,6,6.595886686,85,85.47812899,-5,-4.521871008,0,0,90,0
12,13,16,12,6,7.213336256,100,99.68820261,10,9.688202612,1,1,90,0
12,13,16,13,6,5.955660685,85,85.09284111,-5,-4.907158894,0,0,90,0
12,13,16,14,6,4.738713706,95,94.62547036,5,4.625470358,1,1,90,0
12,13,16,15,6,6.477388002,100,102.2354949,10,12.2354949,1,1,90,0
12,13,16,16,6,5.633506362,80,78.96908641,-10,-11.03091359,0,0,90,0
12,13,16,17,0,6.93403192,80,80,-10,-10,0,0,90,0
12,13,16,18,0,5.538488487,100,100,10,10,1,1,90,0
13,14,1,1,18,19.77840349,-10,-3.964034499,-10,-3.964034499,0,0,0,0
13,14,1,2,18,16.10486559,-10,-11.31419823,-10,-11.31419823,0,0,0,0
13,14,1,3,18,17.72750628,-10,-16.41916741,-10,-16.41916741,0,0,0,0
13,14,1,4,18,20.08465368,-5,-2.883470191,-5,-2.883470191,0,0,0,0
13,14,1,5,18,17.5108812,-5,-10.64762844,-5,-10.64762844,0,0,0,0
