62
N,A
63
55
64
86
81
N,A
N,A
N,A
N,A
86
55
81
N,A
70
81
60
54
68
88
75
56
97,25
57
58
64
55
55
55
81
66
53,57
57
56
59
63
64
55
25,62
56
95
56
58
N,A
60
54
55
N,A
N,A
58,33
43,59
56
54
55
N,A
N,A
55
59,55
N,A
56
56
N,A
54
66,48
69
68
57
86
65
N,A
57
55
75
84
51,60
48,67
N,A
56,53
41,82
N,A
57
55
N,A
70
55
91
56
56
46,58
78
N,A
54
N,A
56
N,A
63,49
96
N,A
52,63
N,A
57
43,61
77
61
60,38
52,54
58,38
56
54
75
56
40,61
N,A
N,A
N,A
36,61
55
64
57
80
56
55
54
57
39,60
55
N,A
96
67
68
N,A
N,A
54
55
N,A
74,40
54
17,62
56
56
54
N,A
61
N,A
55
54
56
76
70
N,A
55
N,A
N,A
9,63
84,24
73
57
N,A
N,A
95
57
88
87
N,A
55
N,A
N,A
57
N,A
N,A
62
34,77
N,A
56
N,A
N,A
90
70
97
61
57
56
56
56
N,A
55
60
49,57
N,A
62,26
N,A
88
56
55
56
60
58,56
56
59,51
64
54
56
N,A
N,A
58
58
N,A
49
34,61
56
92
72
54
59
38,61
84,62
N,A
63
58
57
56,52
55
80,64
59
60
N,A
60
78
64,20
77
59
96
N,A
64
49,61
N,A
22,64
33,65
N,A
N,A
90
71
98
N,A
88
54
69,27
N,A
57
72
60
96
66
57
N,A
