subject_id;game_nr;trial_nr;perc_noise;perc_noise_sample
10;7;4;18;15.17153722
10;7;5;18;16.38472975
10;7;6;18;16.11049431
10;7;7;18;16.89580807
10;7;8;18;16.48019243
10;7;9;18;19.18325382
10;7;10;18;19.90500038
10;7;11;18;19.29849565
10;7;12;18;15.24802437
10;7;13;18;22.05463986
10;7;14;18;20.59941553
10;7;15;18;12.38415846
10;7;16;18;15.06180895
10;7;17;18;17.9893592
10;7;18;18;17.45043215
10;8;1;18;13.82979707
10;8;2;18;19.72523655
10;8;3;18;21.02319494
10;8;4;18;18.54207289
10;8;5;18;18.21312653
10;8;6;18;17.25160242
10;8;7;18;11.25940923
10;8;8;18;17.34398378
10;8;9;18;13.63610068
10;8;10;18;22.16121949
10;8;11;18;19.56658042
10;8;12;18;18.74350042
10;8;13;18;16.42748012
10;8;14;18;20.29652834
10;8;15;18;14.71020011
10;8;16;18;16.72861214
10;8;17;18;13.82979707
10;8;18;18;19.72523655
10;9;1;6;6.707226848
10;9;2;6;7.295022008
10;9;3;6;5.702037414
10;9;4;6;5.665721913
10;9;5;6;8.049935229
10;9;6;6;6.445508331
10;9;7;6;6.5003804
10;9;8;6;5.419192038
10;9;9;6;6.051829365
10;9;10;6;5.236806868
10;9;11;6;6.120211413
10;9;12;6;7.261396892
10;9;13;6;4.394074005
10;9;14;6;6.204998853
10;9;15;6;7.255782753
10;9;16;6;5.94000401
10;9;17;6;6.707226848
10;9;18;6;7.295022008
10;10;1;18;20.79249819
10;10;2;18;17.04276234
10;10;3;18;22.49162638
10;10;4;18;18.64053952
10;10;5;18;20.34928116
10;10;6;18;14.24117732
10;10;7;18;14.45878638
10;10;8;18;19.18813629
10;10;9;18;13.63738294
10;10;10;18;14.582471
10;10;11;18;19.52679226
10;10;12;18;18.83326777
10;10;13;18;20.30031369
10;10;14;18;17.15837437
10;10;15;18;16.82354375
10;10;16;18;14.78521423
10;10;17;18;20.79249819
10;10;18;18;17.04276234
10;11;1;6;5.511639283
10;11;2;6;7.513951742
10;11;3;6;5.779218958
10;11;4;6;6.001923837
10;11;5;6;6.217913029
10;11;6;6;5.449662642
10;11;7;6;5.807357848
10;11;8;6;5.270532623
10;11;9;6;6.480335907
10;11;10;6;6.583889146
10;11;11;6;5.579105046
10;11;12;6;6.031085631
10;11;13;6;5.192321533
10;11;14;6;6.451623826
10;11;15;6;6.231695409
10;11;16;6;6.725370511
10;11;17;6;5.511639283
10;11;18;6;7.513951742
10;12;1;6;5.722307091
10;12;2;6;6.396306563
10;12;3;6;6.484826812
10;12;4;6;5.981722464
10;12;5;6;5.357760566
10;12;6;6;5.166973032
10;12;7;6;6.431544399
10;12;8;6;5.005053467
10;12;9;6;5.703756677
10;12;10;6;6.889431487
10;12;11;6;5.765305932
10;12;12;6;5.314869873
10;12;13;6;6.898159435
10;12;14;6;6.226482633
10;12;15;6;5.20361946
10;12;16;6;7.328830561
10;12;17;6;5.722307091
10;12;18;6;6.396306563
10;13;1;6;5.64952185
10;13;2;6;5.680546262
10;13;3;6;6.523395442
10;13;4;6;5.41910651
10;13;5;6;5.815284799
10;13;6;6;7.001884972
10;13;7;6;5.687014434
10;13;8;6;6.218489744
10;13;9;6;6.065910619
10;13;10;6;6.691257505
10;13;11;6;5.868824936
10;13;12;6;3.755550129
10;13;13;6;7.138733718
10;13;14;6;6.074826391
10;13;15;6;6.951084407
10;13;16;6;6.038724354
10;13;17;6;5.64952185
10;13;18;6;5.680546262
10;14;1;18;17.02449833
10;14;2;18;19.92806436
10;14;3;18;14.94940042
10;14;4;18;20.2035733
10;14;5;18;18.08740932
10;14;6;18;15.7503377
10;14;7;18;17.69136812
10;14;8;18;16.84047574
10;14;9;18;13.26437742
10;14;10;18;20.01096649
10;14;11;18;19.72792283
10;14;12;18;14.61981498
10;14;13;18;16.52961132
10;14;14;18;15.92306789
10;14;15;18;13.0916362
10;14;16;18;18.92860067
10;14;17;18;17.02449833
10;14;18;18;19.92806436
10;15;1;18;17.6187022
10;15;2;18;18.5984628
10;15;3;18;20.26719241
10;15;4;18;16.73856442
10;15;5;18;16.21260601
10;15;6;18;16.7498308
10;15;7;18;23.42924004
10;15;8;18;20.97650882
10;15;9;18;14.55641423
10;15;10;18;16.95879364
10;15;11;18;17.14105936
10;15;12;18;20.58256857
10;15;13;18;18.04767094
10;15;14;18;11.80753054
10;15;15;18;17.14015289
10;15;16;18;20.2968598
10;15;17;18;17.6187022
10;15;18;18;18.5984628
10;16;1;6;6.195863001
10;16;2;6;6.887668213
10;16;3;6;6.85756235
10;16;4;6;5.815649282
10;16;5;6;6.10662376
10;16;6;6;6.011408296
10;16;7;6;6.065532891
10;16;8;6;5.085863375
10;16;9;6;5.678608158
10;16;10;6;5.333727283
10;16;11;6;6.090296172
10;16;12;6;4.85728878
10;16;13;6;6.399817454
10;16;14;6;5.967095864
10;16;15;6;5.906219707
10;16;16;6;4.831957264
10;16;17;6;6.195863001
10;16;18;6;6.887668213
11;1;1;6;6.169455413
11;1;2;6;6.585487157
11;1;3;6;6.79452512
11;1;4;6;7.128428733
11;1;5;6;8.553471617
11;1;6;6;6.290963842
11;1;7;6;4.676457687
11;1;8;6;5.051313613
11;1;9;6;5.402279671
11;1;10;6;5.81310945
11;1;11;6;5.079299133
11;1;12;6;5.569618736
11;1;13;6;5.299730346
11;1;14;6;6.617649557
11;1;15;6;4.955202893
11;1;16;6;4.772513343
11;1;17;6;6.169455413
11;1;18;6;6.585487157
11;2;1;6;4.895241059
11;2;2;6;7.715404733
11;2;3;6;6.216299194
11;2;4;6;5.100057548
11;2;5;6;5.124560356
11;2;6;6;4.490001487
11;2;7;6;5.914527965
11;2;8;6;5.374136687
11;2;9;6;6.483447523
11;2;10;6;4.293214814
11;2;11;6;5.185670145
11;2;12;6;6.901568498
11;2;13;6;6.977555919
11;2;14;6;5.695021184
11;2;15;6;5.367107306
11;2;16;6;6.046331928
11;2;17;6;4.895241059
11;2;18;6;7.715404733
11;3;1;18;17.70291342
11;3;2;18;13.25973761
11;3;3;18;16.24883448
11;3;4;18;16.99325576
11;3;5;18;18.34392147
11;3;6;18;18.98878255
11;3;7;18;14.13414178
11;3;8;18;15.22790429
11;3;9;18;16.49036342
11;3;10;18;21.33869579
11;3;11;18;14.1272376
11;3;12;18;13.77117173
11;3;13;18;16.189705
11;3;14;18;13.21274022
11;3;15;18;16.94309247
11;3;16;18;18.65186477
11;3;17;18;17.70291342
11;3;18;18;13.25973761
11;4;1;6;5.855356931
11;4;2;6;5.926305004
11;4;3;6;5.731729089
11;4;4;6;7.406422731
11;4;5;6;5.999375273
11;4;6;6;5.981732846
11;4;7;6;6.57139521
11;4;8;6;6.240934392
11;4;9;6;5.471563493
11;4;10;6;4.483381056
11;4;11;6;7.118823272
11;4;12;6;6.136107004
11;4;13;6;5.797919044
11;4;14;6;5.968937696
11;4;15;6;4.117117323
11;4;16;6;6.369471928
11;4;17;6;5.855356931
11;4;18;6;5.926305004
11;5;1;18;14.0871027
11;5;2;18;23.74687197
11;5;3;18;20.59981105
11;5;4;18;20.41726373
11;5;5;18;19.70208523
11;5;6;18;18.37442558
11;5;7;18;17.68759888
11;5;8;18;16.36317512
11;5;9;18;18.23996688
11;5;10;18;19.25749488
11;5;11;18;19.32211005
11;5;12;18;14.70365626
11;5;13;18;15.8008585
11;5;14;18;16.16360179
11;5;15;18;18.79275322
11;5;16;18;18.87799274
11;5;17;18;14.0871027
11;5;18;18;23.74687197
11;6;1;6;8.260722662
11;6;2;6;7.003534278
11;6;3;6;5.717588459
11;6;4;6;6.369280026
11;6;5;6;5.378203234
11;6;6;6;6.009553061
11;6;7;6;5.658306191
11;6;8;6;5.121149605
11;6;9;6;6.064245392
11;6;10;6;6.909150871
11;6;11;6;6.600165921
11;6;12;6;5.683483089
11;6;13;6;5.188747612
11;6;14;6;5.852520597
11;6;15;6;6.337129034
11;6;16;6;5.804856997
11;6;17;6;8.260722662
11;6;18;6;7.003534278
11;7;1;18;15.55262955
11;7;2;18;18.94118575
11;7;3;18;16.2466916
11;7;4;18;17.47186562
11;7;5;18;17.76180324
11;7;6;18;19.026298
11;7;7;18;19.05054294
11;7;8;18;15.75073025
11;7;9;18;22.75174599
11;7;10;18;20.40367305
11;7;11;18;20.13212323
11;7;12;18;16.03806588
11;7;13;18;13.91100403
11;7;14;18;19.37025875
11;7;15;18;23.30273533
11;7;16;18;17.08690084
11;7;17;18;15.55262955
11;7;18;18;18.94118575
11;8;1;6;7.029847166
11;8;2;6;5.152757485
11;8;3;6;7.033219853
11;8;4;6;6.224571305
11;8;5;6;6.100461579
11;8;6;6;5.398327613
11;8;7;6;5.368616447
11;8;8;6;4.242027989
11;8;9;6;6.379076745
11;8;10;6;7.245957546
11;8;11;6;5.733085717
11;8;12;6;6.498903478
11;8;13;6;6.42979902
11;8;14;6;6.048368922
11;8;15;6;5.987853276
11;8;16;6;5.27270294
11;8;17;6;7.029847166
11;8;18;6;5.152757485
11;9;1;18;17.08310214
11;9;2;18;17.65727551
11;9;3;18;15.98409401
11;9;4;18;16.95088757
11;9;5;18;20.95671313
11;9;6;18;17.56985916
11;9;7;18;18.60750474
11;9;8;18;19.04183984
11;9;9;18;15.18961681
11;9;10;18;15.66631714
11;9;11;18;19.156371
11;9;12;18;21.12955802
11;9;13;18;18.495797
11;9;14;18;15.63144514
11;9;15;18;17.72854285
11;9;16;18;21.63678628
11;9;17;18;17.08310214
11;9;18;18;17.65727551
11;10;1;6;5.381203082
11;10;2;6;5.18371733
11;10;3;6;6.878314571
11;10;4;6;4.162023032
11;10;5;6;5.492536309
11;10;6;6;5.013182975
11;10;7;6;5.360617171
11;10;8;6;5.228014089
11;10;9;6;4.768424415
11;10;10;6;4.789875366
11;10;11;6;6.073721598
11;10;12;6;6.434885761
11;10;13;6;5.172900063
11;10;14;6;5.907191044
11;10;15;6;6.457562286
11;10;16;6;4.951646921
11;10;17;6;5.381203082
11;10;18;6;5.18371733
11;11;1;18;17.70930706
11;11;2;18;20.12751897
11;11;3;18;20.91484581
11;11;4;18;17.58519125
11;11;5;18;13.30126539
11;11;6;18;16.35919663
11;11;7;18;15.27598763
11;11;8;18;14.54128697
11;11;9;18;18.74256296
11;11;10;18;17.01338562
11;11;11;18;16.73797587
11;11;12;18;15.28394022
11;11;13;18;17.21600653
11;11;14;18;14.95251589
11;11;15;18;23.64421713
11;11;16;18;18.26915292
11;11;17;18;17.70930706
11;11;18;18;20.12751897
11;12;1;6;5.707790354
11;12;2;6;7.263192465
11;12;3;6;5.192244307
11;12;4;6;6.791117837
11;12;5;6;6.43851849
11;12;6;6;6.400985583
11;12;7;6;7.547753623
11;12;8;6;5.403853159
11;12;9;6;7.313857245
11;12;10;6;4.480653106
11;12;11;6;6.316133854
11;12;12;6;8.329879499
11;12;13;6;6.163273571
11;12;14;6;6.154088824
11;12;15;6;5.295805655
11;12;16;6;7.617794578
11;12;17;6;5.707790354
11;12;18;6;7.263192465
11;13;1;18;18.19536234
11;13;2;18;18.72733544
11;13;3;18;18.83309853
11;13;4;18;22.31879529
11;13;5;18;17.62018417
11;13;6;18;19.68751347
11;13;7;18;14.10457228
11;13;8;18;27.47056854
11;13;9;18;20.99642108
11;13;10;18;17.49300082
11;13;11;18;16.65855215
11;13;12;18;14.8088093
11;13;13;18;15.22471488
11;13;14;18;13.52980976
11;13;15;18;15.85488648
11;13;16;18;18.07369211
11;13;17;18;18.19536234
11;13;18;18;18.72733544
11;14;1;6;5.582008386
11;14;2;6;6.742281046
11;14;3;6;6.835433076
11;14;4;6;6.029475054
11;14;5;6;5.72759351
11;14;6;6;5.006945496
11;14;7;6;5.64086022
11;14;8;6;7.420546355
11;14;9;6;5.334331108
11;14;10;6;6.53242094
11;14;11;6;4.629496528
11;14;12;6;7.142706316
11;14;13;6;5.937155339
11;14;14;6;4.202940009
11;14;15;6;5.819389918
11;14;16;6;6.034070387
11;14;17;6;5.582008386
11;14;18;6;6.742281046
11;15;1;18;12.38495016
11;15;2;18;18.99083566
11;15;3;18;12.62663043
11;15;4;18;16.35502485
11;15;5;18;17.37809258
11;15;6;18;16.00650991
11;15;7;18;21.47976245
11;15;8;18;15.76709228
11;15;9;18;16.41971696
11;15;10;18;15.24578661
11;15;11;18;16.95917187
11;15;12;18;15.95093046
11;15;13;18;19.14304272
11;15;14;18;20.56447594
11;15;15;18;17.17687959
11;15;16;18;14.95142332
11;15;17;18;12.38495016
11;15;18;18;18.99083566
11;16;1;18;15.69718628
11;16;2;18;14.3861033
11;16;3;18;19.71832742
11;16;4;18;19.37722628
11;16;5;18;17.84734641
11;16;6;18;12.97934472
11;16;7;18;14.79659576
11;16;8;18;18.17798142
11;16;9;18;18.42034906
11;16;10;18;20.95058052
11;16;11;18;24.07364503
11;16;12;18;18.96391168
11;16;13;18;20.18914025
11;16;14;18;14.5104766
11;16;15;18;22.44941092
11;16;16;18;17.78139382
11;16;17;18;15.69718628
11;16;18;18;14.3861033
12;1;1;6;5.006527307
12;1;2;6;5.417139636
12;1;3;6;6.763614179
12;1;4;6;7.749534136
12;1;5;6;5.830414678
12;1;6;6;7.765659441
12;1;7;6;5.759963575
12;1;8;6;6.093287619
12;1;9;6;6.677397162
12;1;10;6;5.492477148
12;1;11;6;5.998465862
12;1;12;6;4.57620619
12;1;13;6;4.612063399
12;1;14;6;4.048221155
12;1;15;6;5.490868435
12;1;16;6;5.622973585
12;1;17;6;5.006527307
12;1;18;6;5.417139636
12;2;1;18;20.64535333
12;2;2;18;17.44263966
12;2;3;18;15.42892512
12;2;4;18;17.56455319
12;2;5;18;17.26432482
12;2;6;18;17.88208444
12;2;7;18;16.18948059
12;2;8;18;15.17202531
12;2;9;18;21.62732892
12;2;10;18;17.57550288
12;2;11;18;18.49441171
12;2;12;18;15.54494622
12;2;13;18;17.6135476
12;2;14;18;18.2964803
12;2;15;18;18.12675732
12;2;16;18;16.39028576
12;2;17;18;20.64535333
12;2;18;18;17.44263966
12;3;1;18;21.00289569
12;3;2;18;13.87322705
12;3;3;18;19.53384331
12;3;4;18;18.7378807
12;3;5;18;15.60113041
12;3;6;18;16.62673169
12;3;7;18;18.73204468
12;3;8;18;20.00743144
12;3;9;18;15.57602238
12;3;10;18;20.97207256
12;3;11;18;15.86181129
12;3;12;18;17.94668
12;3;13;18;20.35525091
12;3;14;18;21.00417622
12;3;15;18;19.01522533
12;3;16;18;17.08920377
12;3;17;18;21.00289569
12;3;18;18;13.87322705
12;4;1;6;5.929017476
12;4;2;6;6.532244353
12;4;3;6;4.734534313
12;4;4;6;5.267912173
12;4;5;6;5.538043875
12;4;6;6;6.676775484
12;4;7;6;5.57433998
12;4;8;6;5.566674446
12;4;9;6;6.360940627
12;4;10;6;6.781544299
12;4;11;6;5.860590387
12;4;12;6;5.357230142
12;4;13;6;6.153441543
12;4;14;6;6.318861977
12;4;15;6;5.959990258
12;4;16;6;4.180305082
12;4;17;6;5.929017476
12;4;18;6;6.532244353
12;5;1;18;20.07241172
12;5;2;18;16.29491628
12;5;3;18;18.15721492
12;5;4;18;14.70829217
12;5;5;18;20.46130303
12;5;6;18;18.42566028
12;5;7;18;19.23014936
12;5;8;18;17.24957269
12;5;9;18;16.40746302
12;5;10;18;21.00973877
12;5;11;18;19.64186638
12;5;12;18;18.05044537
12;5;13;18;16.42479954
12;5;14;18;19.97793393
12;5;15;18;14.46726653
12;5;16;18;12.86897286
12;5;17;18;20.07241172
12;5;18;18;16.29491628
12;6;1;6;5.146758164
12;6;2;6;5.221742306
12;6;3;6;5.968032522
12;6;4;6;5.925554003
12;6;5;6;6.727861137
12;6;6;6;5.947625252
12;6;7;6;5.059274253
12;6;8;6;6.722389157
12;6;9;6;4.589437896
12;6;10;6;5.963749033
12;6;11;6;5.647987062
12;6;12;6;4.850415559
12;6;13;6;5.789700172
12;6;14;6;4.948415563
12;6;15;6;5.83763518
12;6;16;6;6.428517554
12;6;17;6;5.146758164
12;6;18;6;5.221742306
12;7;1;18;18.81161179
12;7;2;18;16.39144763
12;7;3;18;21.92375625
12;7;4;18;16.59716628
12;7;5;18;13.72809674
12;7;6;18;16.98796338
12;7;7;18;16.82742042
12;7;8;18;16.79620009
12;7;9;18;18.20214675
12;7;10;18;16.54126432
12;7;11;18;17.10802814
12;7;12;18;16.97871262
12;7;13;18;18.92055312
12;7;14;18;14.75336409
12;7;15;18;17.68221382
12;7;16;18;11.9607424
12;7;17;18;18.81161179
12;7;18;18;16.39144763
12;8;1;6;5.809365116
12;8;2;6;6.652440252
12;8;3;6;6.709517143
12;8;4;6;6.817192321
12;8;5;6;4.414002754
12;8;6;6;5.820011798
12;8;7;6;5.191760878
12;8;8;6;7.028928187
12;8;9;6;6.350910651
12;8;10;6;5.543512908
12;8;11;6;5.732208739
12;8;12;6;4.504529255
12;8;13;6;5.225350887
12;8;14;6;5.782483834
12;8;15;6;5.545503437
12;8;16;6;5.438593948
12;8;17;6;5.809365116
12;8;18;6;6.652440252
12;9;1;18;19.57746379
12;9;2;18;18.8245533
12;9;3;18;13.17842983
12;9;4;18;16.96100025
12;9;5;18;16.89379937
12;9;6;18;18.80787073
12;9;7;18;22.46044587
12;9;8;18;11.22678858
12;9;9;18;16.87565849
12;9;10;18;15.48294279
12;9;11;18;18.3853413
12;9;12;18;17.5606793
12;9;13;18;15.6925127
12;9;14;18;15.49718266
12;9;15;18;21.29718891
12;9;16;18;16.91637011
12;9;17;18;19.57746379
12;9;18;18;18.8245533
12;10;1;18;25.54976102
12;10;2;18;17.19507148
12;10;3;18;14.32794807
12;10;4;18;17.25774552
12;10;5;18;17.74825786
12;10;6;18;13.2596148
12;10;7;18;17.30659056
12;10;8;18;19.71498116
12;10;9;18;17.04353559
12;10;10;18;18.5957819
12;10;11;18;22.58563527
12;10;12;18;14.57434843
12;10;13;18;16.6095541
12;10;14;18;15.72036522
12;10;15;18;20.37017271
12;10;16;18;17.53436678
12;10;17;18;25.54976102
12;10;18;18;17.19507148
12;11;1;6;7.494914374
12;11;2;6;5.523498818
12;11;3;6;6.2629879
12;11;4;6;6.575420517
12;11;5;6;6.821086751
12;11;6;6;4.725154421
12;11;7;6;6.811667811
12;11;8;6;5.28783189
12;11;9;6;6.301223042
12;11;10;6;5.411762945
12;11;11;6;8.295677981
12;11;12;6;5.746376458
12;11;13;6;5.731334694
12;11;14;6;6.174514211
12;11;15;6;5.39801994
12;11;16;6;5.206040249
12;11;17;6;7.494914374
12;11;18;6;5.523498818
12;12;1;6;5.926532067
12;12;2;6;5.649787221
12;12;3;6;6.859125368
12;12;4;6;6.39645145
12;12;5;6;6.101957354
12;12;6;6;5.488346602
12;12;7;6;6.03952201
12;12;8;6;6.025296755
12;12;9;6;5.270827652
12;12;10;6;6.060114419
12;12;11;6;5.668889658
12;12;12;6;6.686603842
12;12;13;6;6.184351764
12;12;14;6;5.810781619
12;12;15;6;5.591227165
12;12;16;6;7.922641317
12;12;17;6;5.926532067
12;12;18;6;5.649787221
12;13;1;18;21.2168505
12;13;2;18;15.77137656
12;13;3;18;22.17356036
12;13;4;18;16.94908999
12;13;5;18;16.78054126
12;13;6;18;19.57238646
12;13;7;18;15.96443296
12;13;8;18;18.01002369
12;13;9;18;17.23195742
12;13;10;18;12.37988011
12;13;11;18;21.51360239
12;13;12;18;21.99832507
12;13;13;18;18.1630671
12;13;14;18;16.55468892
12;13;15;18;18.79158622
12;13;16;18;14.18099438
12;13;17;18;21.2168505
12;13;18;18;15.77137656
12;14;1;6;6.674614856
12;14;2;6;5.955417272
12;14;3;6;5.460947618
12;14;4;6;6.179959701
12;14;5;6;7.22542789
12;14;6;6;4.088414502
12;14;7;6;8.045110072
12;14;8;6;4.627286451
12;14;9;6;6.884138273
12;14;10;6;6.563228035
12;14;11;6;4.391170143
12;14;12;6;6.574406225
12;14;13;6;5.423310789
12;14;14;6;6.635887782
12;14;15;6;5.963877981
12;14;16;6;5.781605303
12;14;17;6;6.674614856
12;14;18;6;5.955417272
12;15;1;6;6.120598432
12;15;2;6;6.127646686
12;15;3;6;4.574242777
12;15;4;6;5.055166881
12;15;5;6;6.03587595
12;15;6;6;6.311746591
12;15;7;6;7.017536174
12;15;8;6;5.554502849
12;15;9;6;6.020022398
12;15;10;6;5.33274396
12;15;11;6;5.444523848
12;15;12;6;5.441237613
12;15;13;6;7.474008145
12;15;14;6;6.426299004
12;15;15;6;4.994534904
12;15;16;6;5.439852339
12;15;17;6;6.120598432
12;15;18;6;6.127646686
12;16;1;18;21.85961498
12;16;2;18;19.10794135
12;16;3;18;14.62912315
12;16;4;18;13.17332397
12;16;5;18;14.64105955
12;16;6;18;16.47542295
12;16;7;18;17.14773531
12;16;8;18;16.52442856
12;16;9;18;20.4809249
12;16;10;18;19.39655913
12;16;11;18;18.9996055
12;16;12;18;17.75686387
12;16;13;18;22.89589967
12;16;14;18;21.98578608
12;16;15;18;17.83811588
12;16;16;18;16.75905546
12;16;17;18;21.85961498
12;16;18;18;19.10794135
13;1;1;6;5.093773156
13;1;2;6;6.176210889
13;1;3;6;6.779398718
13;1;4;6;4.952792185
13;1;5;6;6.399773433
13;1;6;6;7.660249247
13;1;7;6;4.484909229
13;1;8;6;6.786499441
13;1;9;6;4.19591258
13;1;10;6;6.245748177
13;1;11;6;7.033455793
13;1;12;6;6.360073551
13;1;13;6;6.438949051
13;1;14;6;6.977433383
13;1;15;6;6.892316558
13;1;16;6;4.691212125
13;1;17;6;5.093773156
13;1;18;6;6.176210889
13;2;1;6;8.058161988
13;2;2;6;6.182611119
13;2;3;6;5.062341613
13;2;4;6;5.101332356
13;2;5;6;5.263412518
13;2;6;6;7.573920023
13;2;7;6;5.755777065
13;2;8;6;5.820544483
13;2;9;6;5.883950524
13;2;10;6;5.216752398
13;2;11;6;4.481923169
13;2;12;6;5.028009228
13;2;13;6;7.061461693
13;2;14;6;5.837625278
13;2;15;6;6.308169175
13;2;16;6;6.137122174
13;2;17;6;8.058161988
13;2;18;6;6.182611119
13;3;1;6;5.117027527
13;3;2;6;7.37211301
13;3;3;6;6.442703266
13;3;4;6;5.051184138
13;3;5;6;5.217863023
13;3;6;6;6.315867084
13;3;7;6;5.769020965
13;3;8;6;4.564543758
13;3;9;6;6.048970792
13;3;10;6;4.888625799
13;3;11;6;3.879854673
13;3;12;6;6.873165603
13;3;13;6;4.232561883
13;3;14;6;4.573017536
13;3;15;6;6.129238545
13;3;16;6;4.208193
13;3;17;6;5.117027527
13;3;18;6;7.37211301
13;4;1;18;18.83576971
13;4;2;18;17.17555337
13;4;3;18;22.70749189
13;4;4;18;14.97071659
13;4;5;18;18.07173738
13;4;6;18;17.55178438
13;4;7;18;18.97238527
13;4;8;18;15.71592832
13;4;9;18;23.55907309
13;4;10;18;18.17255929
13;4;11;18;21.39831403
13;4;12;18;13.46526729
13;4;13;18;23.11602221
13;4;14;18;11.00337734
13;4;15;18;19.66774159
13;4;16;18;15.80087417
13;4;17;18;18.83576971
13;4;18;18;17.17555337
13;5;1;6;5.809451022
13;5;2;6;5.96671088
13;5;3;6;6.030706041
13;5;4;6;5.933458677
13;5;5;6;5.334395855
13;5;6;6;6.755351159
13;5;7;6;5.659484413
13;5;8;6;6.808503266
13;5;9;6;5.535938615
13;5;10;6;6.653874836
13;5;11;6;4.004993644
13;5;12;6;5.83784489
13;5;13;6;6.364347557
13;5;14;6;6.171320307
13;5;15;6;7.704778129
13;5;16;6;6.573137178
13;5;17;6;5.809451022
13;5;18;6;5.96671088
13;6;1;18;18.72867737
13;6;2;18;18.85544401
13;6;3;18;19.92353426
13;6;4;18;19.98859734
13;6;5;18;13.98057048
13;6;6;18;17.85623814
13;6;7;18;18.34617643
13;6;8;18;17.24430096
13;6;9;18;17.47348441
13;6;10;18;15.16458235
13;6;11;18;17.24838931
13;6;12;18;14.7071376
13;6;13;18;18.50639494
13;6;14;18;22.27941643
13;6;15;18;19.26954451
13;6;16;18;20.35064265
13;6;17;18;18.72867737
13;6;18;18;18.85544401
13;7;1;18;19.02756224
13;7;2;18;17.64428651
13;7;3;18;23.55335473
13;7;4;18;15.99947918
13;7;5;18;19.85255898
13;7;6;18;20.05627384
13;7;7;18;17.67503237
13;7;8;18;16.41125009
13;7;9;18;19.09864841
13;7;10;18;21.09310123
13;7;11;18;17.5753958
13;7;12;18;21.42144232
13;7;13;18;16.14753096
13;7;14;18;14.63271563
13;7;15;18;16.15820461
13;7;16;18;15.55750833
13;7;17;18;19.02756224
13;7;18;18;17.64428651
13;8;1;6;5.33509411
13;8;2;6;5.274158483
13;8;3;6;6.303794312
13;8;4;6;6.27412208
13;8;5;6;6.553601057
13;8;6;6;4.765783856
13;8;7;6;5.406223347
13;8;8;6;6.385135033
13;8;9;6;7.983441274
13;8;10;6;5.476009522
13;8;11;6;6.188713223
13;8;12;6;5.39432391
13;8;13;6;6.133285938
13;8;14;6;6.702462181
13;8;15;6;4.529922303
13;8;16;6;6.113670946
13;8;17;6;5.33509411
13;8;18;6;5.274158483
13;9;1;6;4.504374184
13;9;2;6;5.665925566
13;9;3;6;6.335215301
13;9;4;6;7.568368214
13;9;5;6;4.329416806
13;9;6;6;6.47110708
13;9;7;6;5.966242741
13;9;8;6;4.679137416
13;9;9;6;7.757049653
13;9;10;6;5.412950243
13;9;11;6;5.773697315
13;9;12;6;5.762057586
13;9;13;6;5.537585768
13;9;14;6;4.374466622
13;9;15;6;6.508420587
13;9;16;6;6.354164943
13;9;17;6;4.504374184
13;9;18;6;5.665925566
13;10;1;18;17.55288257
13;10;2;18;15.35048195
13;10;3;18;16.80306244
13;10;4;18;17.23838214
13;10;5;18;16.51534052
13;10;6;18;18.52828515
13;10;7;18;21.88410439
13;10;8;18;18.88336181
13;10;9;18;16.35785417
13;10;10;18;13.89536831
13;10;11;18;17.29650768
13;10;12;18;19.2335427
13;10;13;18;19.06226345
13;10;14;18;20.29547353
13;10;15;18;12.0642374
13;10;16;18;22.53541677
13;10;17;18;17.55288257
13;10;18;18;15.35048195
13;11;1;18;21.10001275
13;11;2;18;19.04241766
13;11;3;18;17.62481155
13;11;4;18;22.38910007
13;11;5;18;21.45342851
13;11;6;18;18.51154141
13;11;7;18;11.91020313
13;11;8;18;19.88034664
13;11;9;18;18.01479358
13;11;10;18;21.24539768
13;11;11;18;14.83920664
13;11;12;18;20.17806263
13;11;13;18;18.5986555
13;11;14;18;16.44655087
13;11;15;18;12.46534663
13;11;16;18;13.3207522
13;11;17;18;21.10001275
13;11;18;18;19.04241766
13;12;1;18;17.21001836
13;12;2;18;19.83619958
13;12;3;18;17.50835513
13;12;4;18;24.19037915
13;12;5;18;12.93298283
13;12;6;18;14.9460964
13;12;7;18;14.78022445
13;12;8;18;19.00051667
13;12;9;18;22.15736577
13;12;10;18;19.45042829
13;12;11;18;16.33991924
13;12;12;18;17.40679368
13;12;13;18;16.81260089
13;12;14;18;17.51710336
13;12;15;18;15.02897523
13;12;16;18;17.20298335
13;12;17;18;17.21001836
13;12;18;18;19.83619958
13;13;1;18;21.68680718
13;13;2;18;15.88993966
13;13;3;18;19.80986275
13;13;4;18;18.94727662
13;13;5;18;14.51371946
13;13;6;18;20.46640976
13;13;7;18;18.67906209
13;13;8;18;17.8039569
13;13;9;18;16.72461042
13;13;10;18;17.85534114
13;13;11;18;13.27220868
13;13;12;18;21.71065062
13;13;13;18;13.18139584
13;13;14;18;14.36309494
13;13;15;18;12.75085512
13;13;16;18;17.17039637
13;13;17;18;21.68680718
13;13;18;18;15.88993966
13;14;1;18;19.85717969
13;14;2;18;17.61306845
13;14;3;18;16.63152874
13;14;4;18;25.4394848
13;14;5;18;18.1417943
13;14;6;18;17.0406214
13;14;7;18;15.79518382
13;14;8;18;15.32922981
13;14;9;18;15.56850613
13;14;10;18;21.57584165
13;14;11;18;18.00023046
