subject_id;game_nr;trial_nr;perc_noise;perc_noise_sample
3;10;5;6;5.215427621
3;10;6;6;6.930495409
3;10;7;6;4.823905881
3;10;8;6;4.42897037
3;10;9;6;5.980843491
3;10;10;6;5.120668387
3;10;11;6;6.290029897
3;10;12;6;6.742222914
3;10;13;6;7.326263521
3;10;14;6;5.497799478
3;10;15;6;5.826952291
3;10;16;6;5.810225091
3;10;17;6;4.925354748
3;10;18;6;8.35291173
3;11;1;6;4.46779165
3;11;2;6;6.087842706
3;11;3;6;4.85068545
3;11;4;6;5.053286568
3;11;5;6;9.363508666
3;11;6;6;6.799001179
3;11;7;6;4.949909541
3;11;8;6;5.902627005
3;11;9;6;6.364194497
3;11;10;6;4.786550044
3;11;11;6;5.530206655
3;11;12;6;5.504901679
3;11;13;6;5.475426645
3;11;14;6;7.564072763
3;11;15;6;6.496802188
3;11;16;6;7.163885694
3;11;17;6;4.46779165
3;11;18;6;6.087842706
3;12;1;18;17.30473328
3;12;2;18;17.95753
3;12;3;18;14.40196995
3;12;4;18;14.21783402
3;12;5;18;14.88572312
3;12;6;18;15.31405393
3;12;7;18;16.38076411
3;12;8;18;16.02356978
3;12;9;18;20.02080533
3;12;10;18;18.69768882
3;12;11;18;16.83984111
3;12;12;18;16.63276279
3;12;13;18;15.91219126
3;12;14;18;19.09638739
3;12;15;18;20.76444583
3;12;16;18;13.40400658
3;12;17;18;17.30473328
3;12;18;18;17.95753
3;13;1;18;23.30475768
3;13;2;18;18.18046742
3;13;3;18;13.12052055
3;13;4;18;22.80234837
3;13;5;18;18.96905544
3;13;6;18;17.68689691
3;13;7;18;19.26466533
3;13;8;18;18.886308
3;13;9;18;25.13033208
3;13;10;18;15.38362822
3;13;11;18;12.60969762
3;13;12;18;20.91335385
3;13;13;18;14.62688867
3;13;14;18;18.60986245
3;13;15;18;21.7303753
3;13;16;18;19.80893908
3;13;17;18;23.30475768
3;13;18;18;18.18046742
3;14;1;18;17.23864946
3;14;2;18;15.50155654
3;14;3;18;16.98561307
3;14;4;18;19.49679622
3;14;5;18;14.71200242
3;14;6;18;18.71367689
3;14;7;18;19.74932963
3;14;8;18;21.07607783
3;14;9;18;18.20510507
3;14;10;18;17.61833581
3;14;11;18;20.04678115
3;14;12;18;23.80318219
3;14;13;18;18.05130397
3;14;14;18;20.14828165
3;14;15;18;16.03923973
3;14;16;18;15.75732389
3;14;17;18;17.23864946
3;14;18;18;15.50155654
3;15;1;18;17.80911337
3;15;2;18;24.34562311
3;15;3;18;16.99853946
3;15;4;18;21.64920237
3;15;5;18;17.44983008
3;15;6;18;17.89182426
3;15;7;18;17.63124807
3;15;8;18;22.55484194
3;15;9;18;19.5064084
3;15;10;18;15.72959461
3;15;11;18;16.11205459
3;15;12;18;13.36143629
3;15;13;18;18.36437055
3;15;14;18;22.52652393
3;15;15;18;19.95227092
3;15;16;18;17.50539726
3;15;17;18;17.80911337
3;15;18;18;24.34562311
3;16;1;6;6.78212602
3;16;2;6;5.762058263
3;16;3;6;9.112218445
3;16;4;6;6.858424764
3;16;5;6;5.790905879
3;16;6;6;5.831366833
3;16;7;6;6.48883678
3;16;8;6;3.837309367
3;16;9;6;4.870323744
3;16;10;6;5.085887267
3;16;11;6;6.537934219
3;16;12;6;4.385705183
3;16;13;6;6.241234202
3;16;14;6;5.206362696
3;16;15;6;6.008422109
3;16;16;6;6.429805422
3;16;17;6;6.78212602
3;16;18;6;5.762058263
4;1;1;6;6.615313111
4;1;2;6;5.802298526
4;1;3;6;4.695636365
4;1;4;6;5.202071087
4;1;5;6;5.030233465
4;1;6;6;6.265771549
4;1;7;6;6.583063522
4;1;8;6;5.935332723
4;1;9;6;5.37403088
4;1;10;6;3.937343681
4;1;11;6;6.099291324
4;1;12;6;6.853392859
4;1;13;6;6.251798359
4;1;14;6;5.744300706
4;1;15;6;5.303334492
4;1;16;6;8.247009562
4;1;17;6;6.615313111
4;1;18;6;5.802298526
4;2;1;18;17.7671721
4;2;2;18;15.84857202
4;2;3;18;18.19281018
4;2;4;18;18.70753085
4;2;5;18;18.92527448
4;2;6;18;17.29389014
4;2;7;18;19.52530528
4;2;8;18;19.29327316
4;2;9;18;20.40856088
4;2;10;18;17.71034896
4;2;11;18;14.98151129
4;2;12;18;12.38225438
4;2;13;18;18.67289573
4;2;14;18;20.87567003
4;2;15;18;14.8369716
4;2;16;18;18.0421302
4;2;17;18;17.7671721
4;2;18;18;15.84857202
4;3;1;18;19.608321
4;3;2;18;20.92810922
4;3;3;18;18.0958267
4;3;4;18;15.88928343
4;3;5;18;16.7513035
4;3;6;18;17.15368208
4;3;7;18;17.71836142
4;3;8;18;13.95603622
4;3;9;18;22.09307372
4;3;10;18;15.27470705
4;3;11;18;22.33992179
4;3;12;18;13.90255955
4;3;13;18;21.91386086
4;3;14;18;20.0018535
4;3;15;18;16.57323999
4;3;16;18;21.68376348
4;3;17;18;19.608321
4;3;18;18;20.92810922
4;4;1;18;21.18804224
4;4;2;18;18.23790869
4;4;3;18;19.01000218
4;4;4;18;17.94212657
4;4;5;18;19.23310534
4;4;6;18;22.81435008
4;4;7;18;22.90490747
4;4;8;18;20.72668838
4;4;9;18;21.39610868
4;4;10;18;17.49125308
4;4;11;18;18.99042078
4;4;12;18;20.90281031
4;4;13;18;19.52591403
4;4;14;18;20.66431994
4;4;15;18;16.95225595
4;4;16;18;16.8933719
4;4;17;18;21.18804224
4;4;18;18;18.23790869
4;5;1;18;13.36239338
4;5;2;18;18.31543531
4;5;3;18;18.18620309
4;5;4;18;20.69842787
4;5;5;18;12.78851924
4;5;6;18;16.84209583
4;5;7;18;13.1046707
4;5;8;18;12.73935873
4;5;9;18;19.86587965
4;5;10;18;16.23780317
4;5;11;18;17.33690625
4;5;12;18;19.5008332
4;5;13;18;14.6908689
4;5;14;18;15.43507902
4;5;15;18;17.72625142
4;5;16;18;18.58768907
4;5;17;18;13.36239338
4;5;18;18;18.31543531
4;6;1;18;16.19712901
4;6;2;18;18.57520705
4;6;3;18;16.72904367
4;6;4;18;13.2318393
4;6;5;18;21.44952757
4;6;6;18;21.38326708
4;6;7;18;13.8241694
4;6;8;18;16.00360745
4;6;9;18;16.16415329
4;6;10;18;17.42782006
4;6;11;18;20.2500759
4;6;12;18;15.71929918
4;6;13;18;20.64657749
4;6;14;18;19.78247201
4;6;15;18;19.4800401
4;6;16;18;20.74077134
4;6;17;18;16.19712901
4;6;18;18;18.57520705
4;7;1;6;6.362502699
4;7;2;6;6.418756769
4;7;3;6;6.645371544
4;7;4;6;6.648316858
4;7;5;6;6.287779985
4;7;6;6;6.086646355
4;7;7;6;6.462593368
4;7;8;6;6.931629274
4;7;9;6;5.740885394
4;7;10;6;4.71088433
4;7;11;6;5.940486901
4;7;12;6;6.141720761
4;7;13;6;7.964706493
4;7;14;6;8.811698488
4;7;15;6;7.032727826
4;7;16;6;4.752416442
4;7;17;6;6.362502699
4;7;18;6;6.418756769
4;8;1;6;7.029772875
4;8;2;6;5.843844103
4;8;3;6;4.477217869
4;8;4;6;5.181331826
4;8;5;6;5.192501145
4;8;6;6;6.306124433
4;8;7;6;4.737599649
4;8;8;6;7.770139946
4;8;9;6;6.584113877
4;8;10;6;5.922125494
4;8;11;6;6.149129956
4;8;12;6;5.440426165
4;8;13;6;5.585398043
4;8;14;6;4.677376284
4;8;15;6;4.382602261
4;8;16;6;5.88096961
4;8;17;6;7.029772875
4;8;18;6;5.843844103
4;9;1;6;7.370901127
4;9;2;6;5.614775933
4;9;3;6;5.400871122
4;9;4;6;6.841289264
4;9;5;6;6.107831983
4;9;6;6;7.515398992
4;9;7;6;6.729170596
4;9;8;6;4.20267912
4;9;9;6;6.214222165
4;9;10;6;6.785492078
4;9;11;6;7.392731858
4;9;12;6;6.172741801
4;9;13;6;6.325011663
4;9;14;6;6.675316916
4;9;15;6;4.716424103
4;9;16;6;5.012654825
4;9;17;6;7.370901127
4;9;18;6;5.614775933
4;10;1;6;4.642610125
4;10;2;6;7.423774038
4;10;3;6;6.937134651
4;10;4;6;6.398416236
4;10;5;6;6.35917377
4;10;6;6;5.05388522
4;10;7;6;5.469784318
4;10;8;6;6.888071243
4;10;9;6;5.331304744
4;10;10;6;6.425397369
4;10;11;6;6.016429306
4;10;12;6;6.499214188
4;10;13;6;7.307702208
4;10;14;6;6.136871692
4;10;15;6;6.47080422
4;10;16;6;3.261892244
4;10;17;6;4.642610125
4;10;18;6;7.423774038
4;11;1;18;17.6579843
4;11;2;18;14.30045934
4;11;3;18;20.07195782
4;11;4;18;19.202151
4;11;5;18;22.54896115
4;11;6;18;21.19201733
4;11;7;18;18.85089023
4;11;8;18;21.09728953
4;11;9;18;14.50337466
4;11;10;18;11.91761267
4;11;11;18;18.47046193
4;11;12;18;13.27007736
4;11;13;18;18.48448057
4;11;14;18;17.11100939
4;11;15;18;17.63607401
4;11;16;18;18.8202269
4;11;17;18;17.6579843
4;11;18;18;14.30045934
4;12;1;18;13.92525822
4;12;2;18;18.54464116
4;12;3;18;16.5844211
4;12;4;18;19.38763758
4;12;5;18;15.18909586
4;12;6;18;20.92568084
4;12;7;18;18.80486409
4;12;8;18;19.24979049
4;12;9;18;17.43355301
4;12;10;18;14.89958386
4;12;11;18;16.94183683
4;12;12;18;13.76984805
4;12;13;18;15.32725156
4;12;14;18;20.18701843
4;12;15;18;15.91488304
4;12;16;18;16.8550216
4;12;17;18;13.92525822
4;12;18;18;18.54464116
4;13;1;6;4.945109754
4;13;2;6;5.719291976
4;13;3;6;6.191259802
4;13;4;6;5.094199989
4;13;5;6;6.586268955
4;13;6;6;5.837230143
4;13;7;6;6.092985176
4;13;8;6;6.06620371
4;13;9;6;5.341664863
4;13;10;6;6.694290836
4;13;11;6;4.879920674
4;13;12;6;6.221780123
4;13;13;6;6.030450382
4;13;14;6;6.722226063
4;13;15;6;5.117085788
4;13;16;6;6.824511397
4;13;17;6;4.945109754
4;13;18;6;5.719291976
4;14;1;6;7.050502928
4;14;2;6;5.10302534
4;14;3;6;5.699962263
4;14;4;6;4.280402249
4;14;5;6;6.206284217
4;14;6;6;5.369026599
4;14;7;6;6.159818083
4;14;8;6;6.075526947
4;14;9;6;6.735881475
4;14;10;6;5.686885642
4;14;11;6;6.22377611
4;14;12;6;7.903866592
4;14;13;6;6.124278412
4;14;14;6;5.520857111
4;14;15;6;6.134355986
4;14;16;6;6.360311002
4;14;17;6;7.050502928
4;14;18;6;5.10302534
4;15;1;18;18.7542611
4;15;2;18;18.51817549
4;15;3;18;19.74357318
4;15;4;18;19.42177178
4;15;5;18;12.94770419
4;15;6;18;20.90755522
4;15;7;18;23.52760162
4;15;8;18;13.21684785
4;15;9;18;21.16304966
4;15;10;18;14.19416755
4;15;11;18;18.75513757
4;15;12;18;21.43373896
4;15;13;18;22.66833969
4;15;14;18;20.61340523
4;15;15;18;15.30785627
4;15;16;18;15.16480227
4;15;17;18;18.7542611
4;15;18;18;18.51817549
4;16;1;6;6.712793181
4;16;2;6;5.554975606
4;16;3;6;5.899573052
4;16;4;6;5.798141534
4;16;5;6;4.780732383
4;16;6;6;7.672724577
4;16;7;6;5.722684139
4;16;8;6;6.207160995
4;16;9;6;6.023098451
4;16;10;6;7.689513205
4;16;11;6;6.323598455
4;16;12;6;6.245575974
4;16;13;6;8.553944259
4;16;14;6;5.072318615
4;16;15;6;5.458815412
4;16;16;6;5.796241848
4;16;17;6;6.712793181
4;16;18;6;5.554975606
5;1;1;18;17.5278891
5;1;2;18;12.32694108
5;1;3;18;18.70618367
5;1;4;18;21.06619792
5;1;5;18;15.16988312
5;1;6;18;16.97068698
5;1;7;18;18.53528001
5;1;8;18;17.02096141
5;1;9;18;19.57879592
5;1;10;18;17.00935357
5;1;11;18;23.29942101
5;1;12;18;13.49484533
5;1;13;18;14.39256244
5;1;14;18;18.96555043
5;1;15;18;17.43683607
5;1;16;18;23.43586337
5;1;17;18;17.5278891
5;1;18;18;12.32694108
5;2;1;18;16.09900275
5;2;2;18;16.96948548
5;2;3;18;15.12491037
5;2;4;18;17.4353347
5;2;5;18;20.1029889
5;2;6;18;21.64374585
5;2;7;18;16.82396526
5;2;8;18;19.07018382
5;2;9;18;18.539827
5;2;10;18;18.23661333
5;2;11;18;15.71934546
5;2;12;18;13.42948857
5;2;13;18;17.84656716
5;2;14;18;16.54547619
5;2;15;18;24.68868905
5;2;16;18;17.5541622
5;2;17;18;16.09900275
5;2;18;18;16.96948548
5;3;1;18;14.4352782
5;3;2;18;13.61896459
5;3;3;18;21.69731504
5;3;4;18;15.81030206
5;3;5;18;21.19800526
5;3;6;18;12.88130714
5;3;7;18;17.33627741
5;3;8;18;14.95740512
5;3;9;18;19.27512302
5;3;10;18;18.52107515
5;3;11;18;20.20761555
5;3;12;18;19.08904601
5;3;13;18;19.3313869
5;3;14;18;14.4526567
5;3;15;18;19.320463
5;3;16;18;17.77056715
5;3;17;18;14.4352782
5;3;18;18;13.61896459
5;4;1;18;16.82307248
5;4;2;18;21.88149447
5;4;3;18;19.34229834
5;4;4;18;23.30947119
5;4;5;18;13.06033455
5;4;6;18;16.86599958
5;4;7;18;17.99483326
5;4;8;18;18.47175132
5;4;9;18;22.05880605
5;4;10;18;16.14158357
5;4;11;18;18.36118102
5;4;12;18;20.19883694
5;4;13;18;20.18893373
5;4;14;18;17.19880834
5;4;15;18;14.77015788
5;4;16;18;14.91254005
5;4;17;18;16.82307248
5;4;18;18;21.88149447
5;5;1;6;6.803897205
5;5;2;6;3.939170814
5;5;3;6;4.238946787
5;5;4;6;5.780272233
5;5;5;6;6.855404186
5;5;6;6;6.13701037
5;5;7;6;5.820202999
5;5;8;6;7.126289325
5;5;9;6;5.455886423
5;5;10;6;6.847582364
5;5;11;6;5.284520881
5;5;12;6;5.089319209
5;5;13;6;5.786577869
5;5;14;6;4.827788162
5;5;15;6;5.841738332
5;5;16;6;5.215393401
5;5;17;6;6.803897205
5;5;18;6;3.939170814
5;6;1;18;14.55006147
5;6;2;18;18.38404117
5;6;3;18;21.3511527
5;6;4;18;15.43051068
5;6;5;18;19.31013109
5;6;6;18;23.88924449
5;6;7;18;21.93935673
5;6;8;18;16.15389231
5;6;9;18;21.50368182
5;6;10;18;20.65765045
5;6;11;18;17.38616869
5;6;12;18;13.33376064
5;6;13;18;21.15735319
5;6;14;18;20.12796109
5;6;15;18;23.75398724
5;6;16;18;19.42548217
5;6;17;18;14.55006147
5;6;18;18;18.38404117
5;7;1;6;6.741626215
5;7;2;6;6.49607212
5;7;3;6;5.399873933
5;7;4;6;7.551780809
5;7;5;6;4.207394135
5;7;6;6;6.062900845
5;7;7;6;6.101688387
5;7;8;6;5.723845079
5;7;9;6;6.346944195
5;7;10;6;5.94380333
5;7;11;6;6.084826576
5;7;12;6;6.449914897
5;7;13;6;4.414257839
5;7;14;6;5.292576322
5;7;15;6;6.357035253
5;7;16;6;6.292276007
5;7;17;6;6.741626215
5;7;18;6;6.49607212
5;8;1;18;14.62323428
